PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
3.84398932778866,-1.71729169313488,-5.01386745820491,-3.29657576507003,0.41386745820491,142.9448392645,-3.91284135260277,41.2693897797554,6.42412560429475
3.04255602258694,-1.78287596403789,-4.95765641696368,-3.17478045292579,0.35765641696368,130.924266486,-0.123502051126274,54.9238032330583,7.41105952162431
0,-1.79591318842229,-4.55686194654382,-2.76094875812153,0,128.63428994195,19.250371744767,9583.97086786345,97.8977572156965
0.702173590628202,-1.6655204716139,-4.67053097718855,-3.00501050557465,0.0705309771885501,153.21884263985,0.801133878160031,3.07589343735993,1.75382252162524
2.40330962798032,-1.67523418691042,-4.84447372050627,-3.16923953359585,0.24447372050627,151.2951936795,1.22698321648921,64.3566181141399,8.02225766939332
6.23373794189055,-1.78960166894999,-5.34057411311786,-3.55097244416787,0.74057411311786,129.547071888,7.25346257208459,194.71589814921,13.9540638578591
9.29379395225909,-1.85964573712424,-5.8210010678982,-3.96135533077396,1.2210010678982,117.1452229233,10.102353755803,46.4170140773899,6.81300330818868
3.46949536255553,-1.77896717599478,-5.00636537558451,-3.22739819958973,0.40636537558451,131.40055567535,0.117027364737587,55.6978911197888,7.46310197704606
1.89026696936982,-2.04173583046305,-4.92609987987171,-2.88436404940866,0.326099879871711,89.21134639885,0.772136981766445,232.975645291766,15.2635397366327
0.995064312139603,-3.02151653982053,-5.93345732027923,-2.9119407804587,1.33345732027923,11.484699015465,-1.56562264185249,2.90838794605039,1.70539964408651
9.58104584848101,-1.33172562025573,-5.24234423001064,-3.91061860975491,0.64234423001064,229.55812999405,-2.21749183693118,69.2575456618574,8.32211185107827
2.30393241628054,-1.39437895319086,-4.76445407420138,-3.37007512101052,0.16445407420138,215.61187947325,2.53792350615921,136.705870535365,11.6921285716231
4.22448880594275,-1.80041212297298,-5.10881538197819,-3.30840325900521,0.50881538197819,127.77959840815,-0.0579675947119609,51.884201369642,7.20306888552664
2.42789079045356,-2.25213258646402,-5.1890573854441,-2.93692479898008,0.5890573854441,63.433566437995,1.12961324839004,161.3660229745,12.7029926778889
2.76441157691367,-1.71901808592276,-4.89763349874534,-3.17861541282258,0.29763349874534,142.9448392645,0.11991964693704,50.1696455142889,7.08305340332041
0,-1.08752347488094,-5.24864230352311,-4.16111882864217,0,0,-2.33623600327076,0.574920600084333,0.758235187843675
1.83456495082433,-1.50106759356282,-4.75011055801605,-3.24904296445323,0.15011055801605,188.09161694375,1.41878466303943,21.3947950683615,4.62545079623182
7.85787906995521,-2.05350278140067,-5.98495987307457,-3.9314570916739,1.38495987307457,87.3204042217,13.7468881307884,9.82720075411241,3.13483663914285
7.95621206371401,-2.07762700303757,-6.05605895682452,-3.97843195378695,1.45605895682452,84.09592990435,13.9510454499991,1.28214212598039,1.13231714902689
9.59373481724483,-1.38247797015006,-5.2760895106778,-3.89361154052774,0.6760895106778,218.3891706399,0.628162762667112,68.9799947812921,8.30541960296361
4.02599280422091,-2.36426471759358,-5.78728740826415,-3.42302269067057,1.18728740826415,52.18728691774,16.0236133445832,34.1791616187929,5.84629469140864
1.34184563049545,-2.56033313176857,-5.17314364056374,-2.61281050879517,0.57314364056374,36.03185868386,5.41495767333289,74.4376878290854,8.62772784857551
4.97173146584388,-1.77156131147802,-5.17601880928239,-3.40445749780437,0.576018809282391,132.83685520885,-2.76073239755486,62.85467471309,7.92809401515206
4.26842945014573,-1.65580933209513,-5.02336325656588,-3.36755392447075,0.423363256565881,155.16813193375,-1.27389737126837,91.5795530128259,9.56972063400107
7.99246307321831,-1.14804716584185,-5.04488696234395,-3.8968397965021,0.44488696234395,276.4894387502,1.97872636127373,5.49098545247704,2.34328518377022
4.90283656267701,-2.02423973257155,-5.42404948199448,-3.39980974942293,0.82404948199448,91.5675749599,15.2622159817033,412.672011923096,20.3143302110381
6.19593134885797,-1.86876868017454,-5.42443340425277,-3.55566472407823,0.824433404252771,115.6641056727,15.5986105175311,281.990582108824,16.7925752077763
4.17944386208932,-2.04405642574796,-5.32487015113163,-3.28081372538367,0.72487015113163,88.7372297955,6.66942231294995,330.242791224568,18.1725835044049
1.79082781887006,-2.13494338100131,-4.95874050364308,-2.82379712264177,0.35874050364308,76.82826148205,20.4392169566458,682.067963201144,26.1164309047225
3.34670273663499,-1.6743121627812,-4.94043922594412,-3.26612706316292,0.34043922594412,151.2951936795,-0.0788833393303554,74.6339301354092,8.63909313153928
4.9374775920701,-1.68802539199635,-5.11176412052467,-3.42373872852832,0.51176412052467,148.4851049851,-2.15666330967619,63.1064634599211,7.94395766982183
0,-1.92185097185967,-4.49781680242131,-2.57596583056164,0,107.1799263509,5.16482049741512,32.7544571238788,5.7231509786025
8.06932377805726,-1.37005243224809,-5.16191327927833,-3.79186084703024,0.561913279278331,221.01178558615,-5.08715518089058,49.826168951392,7.05876539852346
0,-1.4204493504754,-5.42202942926119,-4.00158007878579,0,0,-3.99240512583411,2.56192355907291,1.60060099933522
0,-1.383837939932,-4.58700595854011,-3.20316801860811,0,218.0535592235,0.277610107637991,0.833944368143511,0.913205545396824
6.76822028583039,-1.74010041665502,-5.34886355381311,-3.60876313715809,0.74886355381311,139.09751711115,7.23458012283432,193.631592844155,13.9151569464435
6.30742813032738,-2.03334900801289,-5.6767508095768,-3.64340180156391,1.0767508095768,90.15393573355,17.4882536673646,443.728118305987,21.0648550506759
1.86037723438661,-2.06962722693694,-4.93496885268997,-2.86534162575303,0.33496885268997,85.47599752705,7.55455946113077,613.107106119351,24.7609996995144
3.03936566033754,-1.85478288252591,-4.99594467853452,-3.14116179600861,0.39594467853452,118.1397449999,0.87312840267437,55.7175845907997,7.46442124955443
1.23536546699124,-2.40018343966072,-4.98863051298935,-2.58844707332863,0.38863051298935,48.92221910914,11.8951205731114,32.9808335362882,5.74289417770241
2.22297322758427,-2.19440657187543,-5.08797761160452,-2.89357103972909,0.487977611604521,70.1103156598,-3.31107884711258,425.226324918967,20.6210165830632
2.03125522642447,-2.31090904400165,-5.14531794457983,-2.83440890057818,0.54531794457983,57.32740639405,10.122161520387,641.582283004041,25.3294745899721
2.69989880463807,-2.01384050121695,-5.04697310473678,-3.03313260351983,0.44697310473678,92.96376030565,-1.79574724113018,53.1899036298769,7.29314086178766
0.404064992866794,-1.60291847916736,-4.63766501251159,-3.03474653334423,0.0376650125115903,165.1051792767,0.75030453409473,4.72767868271963,2.17432258018897
0,-1.87346452607953,-6.02069152204917,-4.14722699596964,0,0,-0.119266522356679,0.148496570090319,0.38535252703248
1.8696803120926,-2.34156645204312,-5.13008608080184,-2.78851962875872,0.53008608080184,54.283587493655,16.0500756028542,1017.99719911559,31.906068374458
1.29728025246614,-2.60346912051193,-5.20872959871704,-2.60526047820511,0.60872959871704,32.79872602656,8.4139475117931,32.2988487204573,5.68320760842478
2.63471021212403,-1.92362659375589,-4.98004965203699,-3.0564230582811,0.38004965203699,106.6940258995,1.2107441049589,154.767802743188,12.4405708367096
5.84607959732563,-1.50255966697078,-5.07834679833302,-3.57578713136224,0.47834679833302,188.09161694375,-2.50215875745935,66.8668795650356,8.17721710394408
2.14833482198859,-0.94617934184029,-4.69935489782554,-3.75317555598525,0.0993548978255399,332.782342165,0.912866943372088,0.406316599660582,0.63742968213018
2.45379206364326,-2.5338438668076,-5.5965927737577,-3.0627489069501,0.9965927737577,37.893752207545,29.7064342347033,533.377529547733,23.0949676238728
2.23347911781131,-2.1652961552975,-5.06941923493141,-2.90412307963391,0.46941923493141,73.2265548911,-1.67813721247433,39.0215774269351,6.24672533628101
2.55168754481462,-2.13680700485766,-5.11115672055181,-2.97434971569415,0.51115672055181,76.82826148205,-2.66044423521439,12.7002002644819,3.5637340339147
3.54497117109161,-2.18989959028172,-5.37331321793132,-3.1834136276496,0.77331321793132,70.55127414335,10.3695119383057,165.4953000078,12.8644976585874
3.9985630612929,-1.71371939602424,-5.02790873875626,-3.31418934273202,0.42790873875626,143.8137401623,-1.45975872132782,48.9464870961005,6.99617660555396
7.37980827273573,-1.71369991284293,-5.38975481987979,-3.67605490703686,0.78975481987979,143.8137401623,6.88195591043771,32.9257561156774,5.73809690713545
3.60034715388622,-2.1494011033874,-5.33856045436287,-3.18915935097547,0.73856045436287,75.0249847282,10.4301036803072,65.3665378064088,8.08495750183072
5.88261007971906,-1.68355220361448,-5.20592077392718,-3.5223685703127,0.60592077392718,149.41761759405,-5.78089277859682,104.291789234979,10.2123351509329
7.37132062451786,-1.83622833108222,-5.53279703112391,-3.69656870004169,0.93279703112391,121.62020575705,33.0103833348286,438.880926037078,20.949485101956
5.25992029881733,-1.83102317774967,-5.26020097146832,-3.42917779371865,0.66020097146832,122.6169732918,3.68000805078714,1035.28041830529,32.1757737794336
7.20675098372711,-2.08072379078879,-5.92618300456457,-3.84545921377578,1.32618300456457,83.63414958925,13.9038826531165,64.472066370842,8.02944994198495
6.30587592103631,-1.84054772513226,-5.40453884491041,-3.56399111977815,0.80453884491041,120.62740650415,7.33880531837283,316.993310114278,17.8043059430655
6.13109236925714,-1.73747579459979,-5.27601063040437,-3.53853483580458,0.67601063040437,139.58280483355,-0.785862849075888,114.329756824171,10.6925093791949
5.86050972473257,-1.91590139230048,-5.43410251962394,-3.51820112732346,0.83410251962394,108.1343178838,15.1267498304955,39.0778466130674,6.25122760848358
4.83031997751831,-2.20525922171168,-5.68095383486336,-3.47569461315168,1.08095383486336,68.77274220765,10.8117775632613,211.664557844927,14.5486960874481
1.89367179816316,-2.3918109608424,-5.1867106132586,-2.7948996524162,0.5867106132586,49.67391092365,17.9229216311217,761.67163672664,27.5983991696374
6.86656529697345,-1.81632701107242,-5.44471461602608,-3.62838760495366,0.84471461602608,125.1057102113,17.1344231897778,185.210145452775,13.6091934166862
4.24155822819852,-1.60716768976698,-4.99767611948353,-3.39050842971655,0.39767611948353,164.1509907375,-2.2638678466069,85.0834718982197,9.22407024573315
3.13670915686252,-2.29417731355488,-5.41769430704273,-3.12351699348785,0.81769430704273,59.037895073365,11.2992491212895,70.1002714059349,8.37259048359197
5.50630729445065,-1.9761811625985,-5.45970143260196,-3.48352027000346,0.859701432601961,98.57354638625,42.8925848081479,563.630221527559,23.7408976563137
2.03108789790847,-2.56736357684397,-5.48728145765862,-2.91991788081465,0.88728145765862,35.230183065415,33.6835740100477,1085.11333925189,32.9410585630135
4.10717982081644,-1.88536732790982,-5.16050932859427,-3.27514200068445,0.56050932859427,112.7738636791,-1.94819029745922,61.2506266193615,7.8262779543894
3.64307427810389,-2.25484377441918,-5.49011930276632,-3.23527552834714,0.890119302766321,62.98938878713,46.9791075643783,1109.89691126968,33.3151153572922
2.54218672042864,-1.96618473877087,-4.99141706262875,-3.02523232385788,0.391417062628751,99.9574755777,-1.6079600629978,42.5106400927375,6.52001841199375
8.54198998220212,-1.33509958785784,-5.17422884899599,-3.83912926113815,0.57422884899599,228.9399783944,0.0921368643587249,8.86569389979824,2.97753151113439
5.14416110802945,-1.96760968856756,-5.3920395517818,-3.42442986321424,0.7920395517818,99.9574755777,6.52824386358103,112.1852249766,10.5917526867181
4.76930582733963,-2.24680867876274,-5.74899565289663,-3.50218697413389,1.14899565289663,63.882863332145,11.1615389518461,190.453509635721,13.8004894708746
4.51366880012291,-1.59036370547433,-5.01355175759713,-3.4231880521228,0.41355175759713,167.97606563725,-2.65123161817799,49.8758748886009,7.06228538708263
2.10378567791262,-2.5449241097771,-5.4723445334679,-2.9274204236908,0.8723445334679,37.115989013155,24.957978148427,778.883089858102,27.9084770250564
3.58568142922725,-1.69401975382423,-4.97516679651509,-3.28114704269086,0.37516679651509,147.093978356,0.137118723437491,58.5364719143192,7.65091314251568
0,-1.77316841388305,-4.52776982716829,-2.75460141328524,0,132.83685520885,16.7248197055707,680.404700385425,26.0845682422659
3.67407316153387,-2.09218027600632,-5.28722951949685,-3.19504924349053,0.68722951949685,82.27986704795,4.49569796563732,62.9173652703396,7.93204672643446
9.38223446250445,-1.23973029178694,-5.18275127478667,-3.94302098299973,0.582751274786671,247.782503605,4.93167150549338,58.5707818333469,7.65315502478206
5.24950310027887,-1.35593107965051,-4.96030025750418,-3.60436917785367,0.36030025750418,224.23386941085,-1.34665355833708,49.0828594002046,7.00591602862927
4.42101070692794,-1.92239116670176,-5.23771855177395,-3.31532738507219,0.63771855177395,106.6940258995,8.62976012365382,168.114056827189,12.9658804879264
9.63983387944928,-1.40267314550446,-5.29642133946456,-3.8937481939601,0.69642133946456,213.03210904755,-3.19523842394813,279.277459860448,16.7115965682651
2.81629484462702,-2.46953236080815,-5.60424803492554,-3.13471567411739,1.00424803492554,43.160326042925,26.9507280286853,881.053959712115,29.6825531198399
8.28781409660697,-1.70005477779711,-5.47217166347531,-3.7721168856782,0.87217166347531,146.24654523115,35.1096579953094,1104.43855883997,33.2330943314036
10.1941236852473,-1.6556034822229,-5.6111019642305,-3.9554984820076,1.0111019642305,155.16813193375,14.1689917544604,168.468534494517,12.979542923174
3.60962671645137,-1.68258109549796,-4.9717988756659,-3.28921778016794,0.371798875665901,149.41761759405,-1.02420526783852,50.7544725921607,7.12421733190115
0,-1.50663604325498,-5.74044134757939,-4.23380530432441,0,0,-0.327242858780946,0.239825090510518,0.489719399769417
2.40870163200479,-1.73643377396471,-4.86467231454411,-3.1282385405794,0.264672314544111,140.06256609345,0.64705787953096,71.0514904036674,8.42920461275365
0.45932423610294,-2.18640330027193,-4.69955844346953,-2.5131551431976,0.0995584434695303,71.00498672345,5.71084887300711,15.0434709430956,3.87859136067408
8.56948328238008,-1.81418078275804,-5.65005921038725,-3.83587842762921,1.05005921038725,125.59965152865,5.87147949521681,1521.97851384365,39.0125430322563
8.82080245457806,-1.90101448652324,-5.82847723321697,-3.92746274669373,1.22847723321697,110.5066900405,10.0277339896192,47.5201298347798,6.89348459306175
2.58676473766486,-2.16484481673676,-5.14367068597987,-2.97882586924311,0.543670685979871,73.2265548911,0.25454298342318,164.288709723581,12.8175157391587
8.01040717956238,-1.2376231350142,-5.0967690672756,-3.8591459322614,0.4967690672756,248.16905911785,0.165790000255558,9.60888612017002,3.09982033675664
3.33737266094899,-2.0612525982387,-5.19452313777211,-3.13327053953341,0.594523137772111,86.3939896235,-3.54538078188984,21.33279826997,4.61874423084566
5.60339996722151,-1.57591233278102,-5.10340695760572,-3.5274946248247,0.50340695760572,171.30892775685,-3.95111939522567,56.8492995517507,7.53984744883812
2.20248131252665,-2.46108816052937,-5.37817569051756,-2.91708752998819,0.77817569051756,43.559427148575,10.2464546213899,40.8124573081533,6.38846282826733
2.86625370054328,-2.34278851887818,-5.41263153966907,-3.06984302079089,0.81263153966907,54.283587493655,10.7528761752501,92.1339029331287,9.59864068153031
3.29348891780547,-1.86543184230383,-5.03638112328296,-3.17094928097913,0.43638112328296,116.15498090755,-0.713716092755144,54.5557643394797,7.38618740213648
3.8466611181694,-1.92024037365976,-5.15235470865209,-3.23211433499233,0.55235470865209,107.1799263509,-2.20607719547735,47.7133001107364,6.90748145931181
3.26100287084554,-2.35307994738802,-5.54671136663518,-3.19363141924716,0.94671136663518,53.012852941295,37.8922422835605,314.050457253389,17.7214688232491
2.10924509404748,-1.91715084795733,-4.90152726004546,-2.98437641208813,0.30152726004546,107.65843282025,-0.18168014580827,22.875360404665,4.78281929458609
7.50348311336827,-1.08089348292845,-4.99870968225272,-3.91781619932427,0.39870968225272,289.6367825936,1.43899321777726,1.27511480542171,1.1292098146145
